名称
针薹草
六尺卫矛变种
扁秆薹草
黄花草原变种
地椒原变种
镰羽系
蒲公英组
图们薹草组
离穗薹草组
沂水生姜
蝴蝶兰花
大猪草
阿萨伊
筒室串房虫
川黄檗原变种
日羊胡子草组
网果珍珠茅组
花椒原变种
兔尾黄耆
凤尾铁角蕨
宜昌杭子梢
海南樫木原变种
黄槽毛竹栽培型
长刺茶藨子原变种
少脉爬藤榕变种
爱玉子变种
太平花系
高山谷精草原变种
粗叶榕亚系
酸模籽崖爬藤
贵州紫珠
小叶北极果
序托叶冷水花
异序茴芹
长角堇菜
米林堇菜
多变密花豆
德钦茴芹
膨胸卷叶甲
矮扁担杆
茨开藁本
密脉紫茎
泰山母草
山樱花原变种
管花马先蒿原变种
异毛金竹草
裂叶藤山柳
近缘鳔冠花
梨序楼梯草组
翅苞楼梯草系
渐尖楼梯草系
无毛牛尾蒿变种
玉树龙蒿变种
五萼组
桃叶珊瑚原亚种
披散直茎蒿变种
绿赤车系
无绒粘毛蒿变种
柳叶变种变种
中华鹅耳枥
无柄叶系
宽叶亚组
长叶木茎火绒草杂种
厚缘异羽叶
西藏蒲葵
中国篦羽叶
福氏拟榛
渐尖蕉羽叶
蒙青小檗
肾叶凤铃草
石门小檗
荔波小檗
天宝山小檗
微绒花小檗
多花飞莲
五叶赤瓟变种
延叶猪毛菜
光茎蓝钟花变种
帽儿山岳桦变种
华千金榆变种
圆叶杜鹃亚组
卷毛梾木原变种
弯柱杜鹃亚组
裂瓜亚属
毛雪胆
曲莲组
恒春火麻树变型
红雾水葛原变种
微绿苎麻
市藜原亚种
长蕊景天
绿叶红景天
百蕊草原变种
牛耳秋海棠
窄翼风毛菊
蝶果虫实
剑叶沿阶草
长苞沿阶草
赤茎羊耳草
帽壳石栎
长梗沿阶草
台东龙胆
印滇石栎
毛叶草血竭变种
长鬃蓼原变种
针苔草
细毛苔草
腺点柔毛蓼变种
石竹叶苔草
毛缘宽叶苔草
挪威苔草
长杆苔草
日东苔草
辽东苔草
心叶单花红丝线变种
双江苔草
月桂亚族
团集苔草
多裂水茄变种
脱毛大叶勾儿茶变种
瑶岗仙杜鹃
碟花杜鹃
光叶假益智
长苞冷杉原变种
腺毛唐松草组
木里变种
绒杜鹃
晚花杜鹃
围涎树
封开杜鹃
披针叶乌口树
木巴戟组
全叶缬草
滇北缬草
紫花亚组
短冠亚组
硬毛附地菜变种
长叶群
兰4
岩蒿系
商南蒿系
赤茎系
薄雪亚组
拟羊耳菊系
尾叶台湾杨桐变种
紫开葵
宫布系
宽翅鹤虱亚组
毛花长叶微孔草变种
外玉山剪股颖原变种
纤细半蒴苣苔原变种
二裂石斛
宽苞变种
金叶含笑原变种
狭叶青苦竹变种
毛山黧豆亚种
毛山黧豆原变种
兔尾状组
直蕊薹草变种
荨麻叶巴豆原变种
硬毛棘豆亚组
红叶野桐原变种
双花委陵菜原变种
圆锥悬钩子原变种
大红泡原变种
早熟禾组
川藏蒿原变种
假地豆原变种
乌拉特黄耆原亚种
欧洲龙芽草原亚种
小叶石楠原变种
早花悬钩子原变种
荸荠种枇杷
红枝崖爬藤原变种
雪白委陵菜原变种
蒙自崖爬藤原变种
西康绣线梅原变种
狭果蝇子草原变种
甘草组
沙蒿原变种
察隅蒿原变种
红丝线原变种
红果黄鹤菜
艺林黄鹤菜
珊瑚樱原变种
少花龙葵原变种
珊瑚樱组
蓝果刺葡萄变种
山莨菪原变种
展枝玉叶金花原变种
砂引草原变种
南川鼠尾草原变型
光叶荛花原变型
朝阳丁香
密齿酸藤子原变种
伞花茉栾藤原亚种
缠绕挖耳草原亚种
连翘叶黄芩原变种
京黄芩原变种
退毛来江藤原变种
北玄参原变种
革叶兔耳草原变种
蒿叶马先蒿原变种
毛叶腹水草刚毛变种
粗壮腹水草原亚种
柳叶紫珠变种
山白藤变种
纵裂药系
荁原变种
球果堇菜原变种
斯里兰卡天料木
柳叶天料木
红果水东哥新种
少脉水东哥新种
马来蛇王藤原变种
大序三对节变种
澜沧豆腐柴原变种
大叶豆腐柴原变种
红淡比原变种
蓝姬莲
沼生马先蒿沼生亚种
韩信草系
碎米蕨叶马先蒿斯文氏亚种
旌节马先蒿有毛亚种
高山龙胆组
齿裂组
短药隔亚组
扁平三裂组
岩生鼠尾草
皱叶香茶菜系
胭脂莲
总状花系
黑果山姜亚属
紫禾雀花
合萌族
拟赤竹组
青王丸
似棘豆
征镒麻属
青海丁香花
长柱刺蕊草原变种
伞花系
独山忍冬
荣成藨草
柿原变种
散序组
大花亚属
镰孢刺皮耳
彩叶吊兰
墨西哥铁树5
糙毛黄鹌莱
燕尾三叉蕨
铅灰拟黑耳
无关节亚属
固镇花生
多枝系
平托组
熔岩仙人掌
密脉艹杭子梢
赤瓟组
冬瓜杨原变种
阔叶艹杭子梢
白花筋骨草
意大利水仙
白塔水仙
大花水仙
花冠水仙
肉苁蓉组
薄荷组
披针叶小牵牛
密蕊水仙
雪亚迪草
白玉樱桃
飞龙菜
细果秤锤树
农华816
川双麦1号
金钗石斛花
金球3号
云南核桃
圣华金
紫沙参
荷花木莲
长序厚壳桂
长花黄鹤菜
兰花藤
斜萼糙苏
钟西花
五环水松
萝卜草
粗根茎莎草
香港斑叶兰
铠兰
特级新三红五寸参胡萝卜
菲律宾榕
东南飘拂草
鼠尾囊颖草
披针芒毛苣苔
疏毛槭
线叶粟米草
钝叶独行菜
秀英卫矛
脱绒委陵菜
田野拟漆姑
华丽芒毛苣苔
沙煲暗罗
哥纳香
长柱唇柱苣苔
三叶犁头尖
通麦栎
五数离蕊茶
皱叶鼠李
紫泡
紫木通
阔基角蕨
望江青
天脚板根
帝王秋海棠
无翅秋海棠
密叶天胡荽
阳春鼠刺
天涯树
滇鸡骨常山
金仙草
转经花
龙豆角
广西十大功劳
蔷薇木香
银柏
细叶苔草
紫土豆
龙头草
蜿蜒杜鹃
卵叶韭
柔茎香茶菜
滇南脆蒴报春
西藏锦鸡儿
蛇莓花
赤瓟根
迷迭香族
红头豆芫菁
喙头舟形藻
月牙新月藻
硬圆锥小麦
聚果榕亚属
下延蕨萁
兰广口藓
齿鳞草
川犀草属
小果红毒苔子
细毛香菇
台湾山楝
白芹
树香瓜
阿里山胡麻花
兰花蕉亚科
石竹亚科
贵州红山茶
锡金紫菀
湖北金粟兰
宽萼毛菍
勐龙省藤
欧洲山杨
纤管马先蒿
湖北野青茅
类黍尾稃草
少毛爆杖花
武都薹草
弯长筒蕨
线裂杜鹃
红毛蟹甲草
早落通泉草
建德鳞木
燕子树
花无柱兰
石生耳叶苔
雀舌松
三角车
三棱瓜
孔雀稗
银线莲
柏桉藻
茸毛木蓝
丛生大叶藻
白及兰
珍珠兰
离舌橐吾
凸轴蕨属
大叶螺序草
小荆芥
异果毛蕨
多耳毛蕨
直距曲花紫堇
多囊毛蕨
福贡铁线莲
木各虎咪
膜叶毛木通
西藏轴脉蕨
武陵贯众
慈利毛蕨
广东创大黑巨王
狭裂太行铁线莲
东方毛蕨
网脉铁角蕨
鸡屎滕
疏囊毛蕨
哈尔滨榆
黄杨叶连蕊茶
巢蕨属
早花芥蓝
岩蕨属
矩圆短肠蕨
阔基苍山蕨
元林咪
催古美
少花穗莎草
直角凤丫蕨
奄美短肠蕨
太白山橐吾
木姑垂使
大理天门冬
旱生红腺蕨
四季小葱
庆研椒2号
椅杨
短翅青皮槭
台湾鼠刺
美果九节
软皮桂
扇苞蒟蒻薯
瘦果川甘槭
广东扁担杆
芹叶银莲花
钝角三峡槭
七河灯心草
单茎碎米荠
西藏卫矛
拟硬叶银穗茅
直立悬钩子
锐齿槭原变种
胄叶线蕨
异序紫云菜
微斑唇柱苣苔
条纹报春
髯毛樟
圆叶藤山柳
光枝楠
南酸枣原变种
千代田之松
粘萼蝇子草
中缅卫矛
喜马拉雅青荚叶
锥果石笔木
幽幽黄桷兰
羽萼悬钩子
纤柄皱叶报春
锡兰蒲桃
短柱络石
小叶十大功劳
细尾冷水花
野魔芋
宽叶亚菊
小毛小檗
小花灯台报春
喜马木犀榄
西南樱桃
蓈
旋苞隐棒花
大豆小夜蛾
广西罗伞
兰屿加属
锈毛五叶参原变种
毛喇子
文山秋海棠
光叶娃儿藤
蓝庭芥
锯齿双盖蕨
矮鸦葱
天山柳
多枝小檗
琼越线蕨
山莴笋
商陆叶
银色山矾
苏菲的玫瑰
乐昌白白毛茶
亚华早佳
刺榛原变种
裂稃草
猫儿黄金菊
两耳鬼箭
黎子竹
丽江虎耳草
雷公鹅耳枥原变种
朗坦早熟禾
鹿蹄草婆婆纳
吉隆缘毛杨
莲座蓟
黄皮柳
菱叶乌头
林地鹅观草
阿里山全唇兰
巴布亚檀香
白茎假瘤蕨
波密乌头
波密钓樟
叉柱柳
翠绿东京樱花
常桉
刻裂紫堇
木剑芦荟
倒鳞鳞毛蕨
四川毛鳞菊
巴山银杏
杏桃
马达加斯加巨型散尾葵
图伊鹦哥
美果榄
广西花点草根
害水虱属
项圈藻
密生苔草
绿冠
单小叶棘豆
羊开口
内蒙古棘豆
滇绣球
山玉桂
南水梨
文丁果
仙百草
薏苡叶
小花磨盘草
链齿藓属
冻绿
麻瓣荷
两色槭
崖爬藤
翅枝马蓝
直穗鹅观草
茶菱
粗齿梭罗
麦氏草属
斑叶三匹箭
大黄檗
短锥香茶菜
西南风铃草
管花葱
维西溲疏
蜡烛果
阿拉套棘豆
对节白蜡树盆景
千丈树
玛丽马先蒿
流苏羊胡子草
心叶天名精
次尖叶耳平藓
缅甸天胡荽
条叶吊石苣苔
披针芒毛芭苔
非洲黄梧桐
白花玉簪
弯叶树
红殷木
单穗旱莠竹
广东厚壳桂
平萼耳叶苔
伞形蜈蚣藻
草莓玉米
矮化美人蕉
宽苞微孔草
无柄鳞毛蕨
密鳞高鳞毛蕨
钟萼鼠尾草
木本金银花
红果黄鹌菜
国欣棉9号
抱娘蒿
四海同会
滇缅花楸
绿珍1号黄瓜
台美人
薄皮酒饼簕
总花克拉桑木
西南小阴地蕨
绒毛皂柳
暗色薹草
香毛草
蓝花大叶报春
尖形栅藻
矮小梅花草
尾叶山茶
三裂叶薯
胃寒草
白健杆
小叶杜茎山
短蕊山莓草
丽江毛鳞菊
禅寺丸柿
阳丰甜柿
香水花科
腾格里沙枣
凌风草
葡伏堇
泾源紫堇
束花蓝钟花
光萼黄耆
异齿黄耆
西北黄耆
绒毛黄耆
琼豆
线苞两型豆
乌拉特黄耆
显脉密花豆
枸杞毛跳甲
云火藤
茧荚黄耆
少花米口袋
毛香坚杆火绒草
复合葶苈
滇水丝梨
山泡泡原变种
硬毛木蓝
毛萼单花荠
长柄全缘石楠
金发藓科
新姑娘甜瓜
蓝花高山豆
柔毛岩荠
柔丁香葡萄
翅柄岩荠
长瓣高河菜
卵叶岩荠
台湾蜜枣
云南糖芥
峨眉溲疏
窄叶蚓果芥
玉树梅花草
长果抱茎葶苈
少花梅花草
圆叶红景天
武陵毛蕨
毛脚毛蕨
腺毛播娘蒿
亚查红景天
短茎葶苈
光果棉毛葶苈
茅莓原变种
牛筋条原变种
毛果悬钩子原变种
插田泡原变种
高山梾木
琴叶悬钩子
花叶海棠原变种
缘毛杨原变种
泥柯原变种
长叶柳原变种
螺旋草
垂柳原变型
蒙氏丛鵙
都拉鸢尾
类四腺柳原变种
纤序柳
垂枝金花柳
小良姜
磨地胆
卷花丹
短葶无距花
甘肃柳
直杆驼舌草
蝗螂跌打
伞形紫金牛原变种
省优名果牵牛山柚
赤柽
食用莲座蕨
冀檐南星
椭圆红柿变型
东亚金灰藓
绢毛蛾眉蕨变种
燕尾草
齿叶柯
金斑狸藻
亮叶水青冈
锥栗原变种
米槠原变种
细叶马缨丹
舒尔特斯狸藻
异株木犀榄原变种
广西山茉莉
石兰草果
凹瓣苣苔原变种
波西多尼亚海草
北方栽植瓜叶菊
刺马钱
金叶树
素方花原变种
微毛筋骨草
大籽筋骨草原变种
穗花香科科
血见愁原变种
白花假糙苏原变种
草原藏红花
达乌里秦艽原变种
台湾鳞盖蕨
歧舌苔属
僧帽瓜
金粉蕨组
尖萼茜树
凤尾旱蕨
速生杨梅风景树
南功竹柏
细画眉草
白雪轮
黄花稔属
滇黄精系
麦黄葡萄
四脉麻
坚轴草
黄毛无心菜
桃红阵雨树
星球属般若球
台湾土圞儿
福建红榕
攀雀新疆亚种
兔角蕨
杉叶蕨藻
尖齿拟水龙骨原变种
红鳞肋毛蕨
锯蕨
怒江无心菜
假拟锥螺
雪岭杉
中甸无心菜
瓜子赤楠
稜稃雀稗
青浮草
广两优96
黄花茅
狭穗针茅
黑头毛地星
苗王草
茅荻群
藏小檗
滇粤山胡椒原变种
木纹石竹
紫斑玉凤花
浓毛山龙眼原变种
贵州鼠李原变种
肉果兰属
白玉堂洋甘菊
短柄山桂花
青皮刺
对刺藤
多枝楼梯草原变种
斜叶榕原亚种
树莺属
房山翠雀变种
糠粃景天
兴山五味子
疏花绞股蓝
花江盾翅藤
印东北小檗
弓叶对节刺
枇杷象甲
谷木原变种
罗氏叶苔
奇林翠雀花
光茎短距翠雀花
隔膜亚属
秦岭金银花
短棒蒲桃
白太波纹蛾浙江亚种
红葡萄藻
宽裂北乌头变种
沙叶铁线莲变种
单叶铁线蕨系
裸囊蹄盖蕨组
狭基蹄盖蕨组
纤细五爪金龙
半灰拟层孔
华南雨蛙
吉2002D4
变异原鳞苔
喜沙组
垂头蒲公英组
多籽乌口树
小叶黄花棯
尾叶山黛豆
带叶兜
宇宙殿
广西芒毛苣苔
斑叶鹅掌藤
无柄玉叶金花
日本吊钟花
头花组
朝鲜栀子
柄囊薹草
瓦氏马尾藻
球花荚蒾
甬籼57
白花野大豆
白斑枪刀药
神农架香菊
秃华椴
秀英花
离瓣花亚纲
粉背青冈
紫红钓钟柳
纤弱当归
紫繁3号
红豆杉族
线棘细齿鱚
细茎荞麦
绛耳木
绿藻植物
缕丝花
美丽针葵榈
腺毛翠雀花
腿草
膜荚组
胶香树
节蒴木科
芽胞耳蕨组
莽山刺皮耳
西康栒子
裂叶鳞蕊藤
轮叶戟
越南咀签
转基因辣椒
转基因黄瓜
通山5号
退毛来江藤
鸭嘴草亚族
高山岩蕨
鲁三3号
鹿角刺
黄鹤菜组
黄叶树科
条纹凤尾蕨原变种
多羽凤尾蕨原变种
长梗槭系
小花忍冬变种
兰景天
刺叶珊瑚冬青变种
细蝇子草原变种
有机猕猴桃
紫茎原变种
大花尖连蕊茶变种
光果巴豆
白花蒲公英组
湿生薹草组
戴博挪威槭
光果蒲公英组
克什米尔蒲公英组
孝河白莲藕
穗花飞燕草
食用大黄
石果珍珠茅组
催吐白前组
假茱萸科
刺果茶藨子原变种
三叶海棠系
谬氏马先蒿谬氏变种
罗汉松越桔
辽西堇菜
欧椴
隆突额角蛛
纸叶榕亚系
光叶榕亚系
翅子瓜原变种
俅江酸模籽岩藤
短柄山桂花原变种
长穗木
白线伊蚊
锈毛白粉藤
钦郎当楼梯草
长柄楼梯草
刺尖石防风
水稻铁甲云南亚种
玉萼冷水花
节叶囊瓣芹
柔软囊瓣芹
钝叶楼梯草原变种
落新归茴芹
绵穗柳
中亚益母草
山杏原变种
全缘赤车组
狭花心萼薯
杏仁厚壳桂
南欧丹参
藜组
亚等形侧羽叶
皮刺卫矛
福贡卫矛
窄叶新芦木
印度亚组
三叠里白
黄腺香青绒毛变种变种
比巴小檗
柄花组
全缘锥花小檗
线叶忍冬
黑子赤瓟变种
野草香原变种
阿特曼忍冬
川西无心菜
琼崖粗叶木
叶马先蒿万叶变种
光叶海桐花
天山林鼠平
圆叶荚蒾亚种
滨榕原变型
海南槐
浅黄马先蒿浅黄亚种
山番荔枝
铜钱叶白珠原变种
长尾青冈变种
线纹香茶菜原变种
峨眉螺序草原变种
柄果苎麻
纤缘风毛菊
全叶橐吾
巢状雪莲
帕米尔景天
狭舌橐吾
毛叶风毛菊暂拟
副冠风毛菊
中新风毛菊
毛苞风毛菊
小块沿阶草
细柄石栎
鸡山苔草
栗鳞扁莎
绿穗苔草
庐山藨草
叉梗茅膏菜变种
长叶波叶大黄变种
紫鳞苔草
撕边龙胆
满枝红油桃
中日老鹳草变种
异野芝麻原变种
宽果宿柱苔草
假苔草
大坪子苔草
红楠亚组
波密苔草
蛇行葶苈
球结苔草
歪嘴苔草
矮苔草
石山杜鹃
白苞苔草
小星穗苔草
摩挲营苔草
短柱杜鹃
蓝花川续断
疏齿红丝线变种
毛叶勾儿茶变种
假拉拉藤组
柳叶虎刺
秦岭杜鹃
轮枝群
线叶爵床
狭瓣杨桐
显脉系
汶川弯蕊芥变种
沙生鹤虱亚组
高原百合
蚕茧草原变种
锈色蛛毛苣苔原变种
绒毛马铃苣苔原变种
俅全江秋海棠变种
越南山矾原变种
卵叶新木姜子原变种
万兰属
圆叶紫檀
翼梗五味子原变种
无冠紫堇原亚种
樱桃茄
七河灯心草原变种
细叶地榆原变种
滇藏悬钩子原变种
狼牙委陵菜原变种
地榆原变种
光叶粗糠树变种
粗糠树原变种
鸡蛋白枇杷
糖茶藨子原变种
裸托组
全叶组
风毛菊亚属
银叶蒿原变种
淡黄花鸡咀咀变种
寸金草原变种
松潘荆芥原变种
金钟藤原变种
细苞银背藤原变种
四川列当原变种
粗野系
返顾马先蒿毛叶亚种新亚种
腹水草南川亚种
光果婆婆纳原亚种
青皮象耳豆
腹水草亚种
钝齿红紫珠变型
显脉天料木原变种
粗齿水东哥新变种
河口水东哥新变种
蔓荆原变种
紫罗兰女王
厚叶月影
粗齿堇菜原变种
鸭首马先蒿黄花变种
柱形组
五枝组
紫晶报春组
藏报春组
倒卵叶报春组
中华仙草霍山石斛
木帚栒子小叶变种
锯齿柳原变型
复色埃玛
太山柳原变种
白丁香变种
干生珍珠菜变种
泽库棱子芹新种
欧洲荚蒾原变种
附片鼠尾草系
须芒草亚族
管花腹水草
笔花豆亚族
加拉帕戈斯群岛仙人掌
广东箬竹原变种
鼎湖少穗竹不全知种
狭苞亚组
多脉高粱原变种
绒毛高原芥
少花桃叶珊瑚
扁莎组
帕米杨
冬里麻根
鸭脚子
琼崖舌蕨
绒毛荞麦地鼠尾草
绒毛苦苔
无盖肉刺蕨
和田寿枣
弯尾卫矛
披针带羊齿
陕西拟托蕨
川上氏忍冬
长梗碎米荠
尖萼瘤果茶
小叶枝脉蕨
锐头臂形草变种
菵草原变种
两优0367
鼠麹草属
金兰柚
金合欢小煤炱
盆距兰组
小兔子狼尾草
北京棉花龟纹瓢虫鼎斑变型
猪蓼子草
珀里斯洛库姆夫人
红景天系
花慈竹
短角萼翠雀花
绮丽随意草
黎明随意草
浙江木蓝原变种
薄托木姜子原变种
山松树
毛三裂蛇葡萄变种
广两优916
茭首
香水月季原变种
枳椇木
中华檀香
白边四海波
潭原优4903
滇南矮柱兰
薄叶密花艾纳香
毛盔变种
鹿角蒿
浙江獐牙菜
祁阳细辛
长寿梅
银鳞紫菀
川西绿绒蒿
玉山紫菀
帚枝灰绿黄堇
天目铁角蕨
福建铁角蕨
台湾鹅掌柴
滇南星粟草
短尖楼梯草
旱黍草
线果芥
雷波槭
异叶早熟禾
革叶卫矛
昭苏蝇子草
小慈姑
白肋万年青
尾叶桂花
短翼岩黄耆
丰宝紫红茄
烟梦花
羽裂叶双盖蕨
安溪白茶
鸾尾花
鹤峰苔子茶
舍帝巨盘木
辽宁堇菜
城口婆婆纳
多萼茶
奥山红宝石
球桂
福本脐橙
摩尔大苏铁
滇藏方枝柏
马桑溲疏
白马鼠尾草
雷公根油
毛果短冠草
乌恰岩黄耆
花柱草
舟形桥弯藻
光角星鼓藻
近缘角星鼓藻
化香树属
玫瑰色蒲公英
求米草属
金钟茵陈
欧洲油菜
落叶细鳞苔
栽培菊苣
阔叶星辰花
发冷果寄生
象脚丝兰
脚骨脆族
近加拉虎耳草
薄叶肾蕨
贡山玉叶金花
青海柳
毡毛薯蓣
歪叶榕
无疣菝葜
光笹竹
短毛野青茅
喜马拉雅看麦娘
泰国苞茅
藏薹草
极小拟丹尼蕨
顶生剑蕨
浅裂小花苣苔
无油樟
丛生黄栌
九峰山鹅观草
灵仙藤
小果垂枝柏
丰软占
列胞耳叶苔
珍珠猪毛菜
海西琼花
斯科苔
红棕肋毛蕨
西藏川木香
花菱草属
德格紫堇
美油占
玛曲苔草
雪雅
藓叶卷瓣兰
小瓣小檗
武夷唐松草
短尖棒尾凤仙花
大鼻凤仙花
保靖淫羊藿
水松球果
河谷风毛菊
鄂西蒲儿根
硬毛棘豆原变种
碟腺棋子豆
短羽裂高河菜
西藏胡黄连
美丽马先蒿美丽亚种
绒毛假阴地蕨
芦橘
薄叶桤叶树
鹿蹄草原变种
革叶桤叶树
翅果铁刀木
稀脉桤叶树
滇南鸟足兰
独叶狸藻
坚挺短冠草
海南木犀榄
白花天堂鸟
滇车前
异叶节节菜
中型千屈菜
光千屈菜
多花金叶树原变种
大花水田白
长毛筋骨草
水田白原变种
宽花美花毛建草
金色第伦桃
块根小野芝麻
狭萼白透骨消
白透骨消原变种
紫萼秦岭香科科
钝齿云南冠唇花
云南冠唇花原变种
浙荆芥
杭州石荠苎原变种
少花大花糙苏
紫花无距凤仙花
子持白莲
依兰原变种
石斛根
莲花山黄耆
日本獐牙菜
光萼八蕊花
阿尔泰葶苈原变种
白云参
心脏叶瓶尔小草
茜树
台湾风丫蕨
四川卷耳
大卷耳
南川卫矛原变种
马刺草
少花瘤枝卫矛变种
熊蒜
过路黄组
直立黄花堇菜组
红帝王蔓绿绒
越南藤黄
打扑草
毛鸡屎藤
豫白桃
黄金串钱柳
盖亚纳柳叶
八列平藓
卵唇石斛
海螺瓶子草
云南土儿
观赏牡丹
海岛轮环藤原亚种
鹰爪芦荟
绿霸王万年青
爱侣绢蝶阿山亚种
金优997
褪色红山茶
苏布拉马尼亚姆狸藻
头吻沙蚕
四明山樱花
小笠原露兜树
华南省藤
红花短柱茶
圆紫菜
信宜茶叶
厚叶白花酸藤果
栽培二棱大麦
栓翅爬山虎
双花对叶排草
金川报春
雅安粉报春
环冠点地梅
落芒草
大叶假报春
延脉假露珠草
瓦布贝母
大叶椴
短叶黍
杏叶柯原变种
细叶牛毛藓
卡氏玫瑰葡萄
凤房树
食羊树
苍山香茶菜原变种
岩生棱子芹
草紫薇
茜牡丹
细尾楼梯草原变种
三宅氏冷水花
泡叶檀梨
枫荷木
松叶沙参
长叶节节木
晶钻绒莲
禄春谷木
黑叶谷木
毛木半夏
西蜀丁香原变种
金佛山老鹳草
链夹木属
显脊雀麦
仲巴翠雀花
岩乌头系
戟叶小木通
辐裂翠雀花变种
井冈山凤丫蕨
大花绣球藤变种
长药裂叶铁线莲变种
贵州凤丫蕨
变光黑叶角蕨变型
桑科植物
毛翼蹄盖蕨系
裸柄系
郁香忍冬原亚种
绵毛猕猴桃原变型
中优早81
云南三叉蕨
亮蒿系
人厌槐叶苹
云南兔耳草
光苞蓟
刚毛小果微孔草
冰纹叶常春藤
勐腊银背藤
兴农2号育成
半斑燕鳐鱼
台中苔草
四胞藻目
喜马拉雅穗三毛
地果莲木科
